Image_Name,Predicted_Class,Feature_22,Feature_56,Feature_69,Feature_102,Feature_401,Feature_750,Feature_781,Feature_823,Feature_878,Feature_922,Feature_940,Feature_1101,Feature_1107,Feature_1245,Feature_1335,Feature_1341,Feature_1410,Feature_1479,Feature_1596,Feature_1597,Feature_1599,Feature_1738,lum,Y_Label
Finalcdis/har_108.jpg,4,0.0,0.0,3.4226613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.490791,0.0,0.0,0.0,35.68625,0.0,24.424343,1.5658307,43.1162058,-0.117
Finalcdis/har_109.jpg,9,2.041682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.122293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.86092483,-0.133
Finalcdis/har_11.jpg,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058375977,1.7811875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.766258,0.0,41.97577961,-0.367
Finalcdis/har_110.jpg,7,0.0,8686.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10474.269,0.0,0.0,0.0,0.0,52.61153782,-0.603
Finalcdis/har_111.jpg,7,0.0,8203.274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9653.349,0.0,0.0,0.0,0.0,34.17221384,-0.718
Finalcdis/har_112.jpg,7,0.0,1210.9531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4567.226,0.0,0.0,0.0,0.0,50.5139498,-0.401
Finalcdis/har_113.jpg,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.966825,0.0,0.0,0.0,0.0,3.2222056,4.927031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.90545436,-0.213
Finalcdis/har_114.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.200724,0.0,0.0,0.0,0.0,6.284823,0.0,26.899849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0316871,0.375
Finalcdis/har_115.jpg,6,0.0,0.0,1.9297668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.201688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.4530688,-0.492
Finalcdis/har_116.jpg,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.1430844,-0.567
Finalcdis/har_117.jpg,4,0.0,0.0,0.0,4.1512575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0168848,0.0,27.327007,0.0,50.08177798,-0.549
Finalcdis/har_118.jpg,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.47056,0.0,0.0,0.0,0.0,42.14525531,-0.358
Finalcdis/har_119.jpg,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2279.2803,0.0,0.0,0.0,0.0,47.46374805,-0.361
Finalcdis/har_12.jpg,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.370372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.94832089,-0.132
Finalcdis/har_120.jpg,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.29963,11.100726,0.0,0.0,0.0,0.12330234,0.0,0.0,0.0,48.77766176,-0.139
Finalcdis/har_121.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.813592,0.0,0.0,0.0,3.500312,0.0,0.0,0.0,47.32212811,-0.143
Finalcdis/har_122.jpg,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.41973,9.514214,0.0,0.0,0.0,26.018047,0.0,0.0,0.0,39.11260652,-0.841
Finalcdis/har_123.jpg,4,2.0670733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3456926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.607523,0.0,13.150737,0.0,37.04087352,-0.262
Finalcdis/har_124.jpg,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.506308,0.0,0.0,0.0,4.1722436,0.0,0.0,0.0,6.6337914,0.0,12.367904,0.0,59.69799023,-0.468
Finalcdis/har_125.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.395641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8261498,0.0,49.80422065,-0.352
Finalcdis/har_126.jpg,8,0.0,0.0,29.682741,0.0,0.0,0.0,0.0,0.0,0.0,2.6908824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3625,0.0,45.66336389,-0.426
Finalcdis/har_127.jpg,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.19982983,1.095
Finalcdis/har_128.jpg,7,0.0,2174.5693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4689.3564,0.0,0.0,0.0,0.0,42.14637945,-0.371
Finalcdis/har_129.jpg,7,0.0,4327.329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5104.343,0.0,0.0,0.0,0.0,44.56787201,-0.041
Finalcdis/har_13.jpg,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.02677805,-0.586
Finalcdis/har_130.jpg,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2216.5588,0.0,0.0,0.0,0.0,50.58692553,-0.495
Finalcdis/har_131.jpg,7,0.0,7327.9165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8670.503,0.0,0.0,0.0,0.0,53.63937554,0.285
Finalcdis/har_132.jpg,7,0.0,0.06368029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2699.7263,0.0,0.0,0.0,0.0,46.19031339,-0.79
Finalcdis/har_133.jpg,7,0.0,717.7475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3002.9514,0.0,0.0,0.0,0.0,42.28401851,-0.233
Finalcdis/har_134.jpg,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.55871395,-0.246
Finalcdis/har_135.jpg,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987.634,0.0,0.0,0.0,0.0,44.95755372,-0.445
Finalcdis/har_136.jpg,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.14197,0.0,0.0,0.0,0.0,44.47500226,-0.308
Finalcdis/har_137.jpg,7,0.0,1438.2303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5311.0938,0.0,0.0,0.0,0.0,34.14096505,-0.198
Finalcdis/har_138.jpg,7,0.0,10071.835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10757.175,0.0,0.0,0.0,0.0,37.31965812,0.463
Finalcdis/har_139.jpg,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2594.049,0.0,0.0,0.0,0.0,35.86619742,-0.374
Finalcdis/har_14.jpg,1,0.0,29.48135,0.0,0.0,0.0,0.0,0.0,31.243752,0.0,0.0,0.0,5.4090304,15.896633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.59719483,-0.851
Finalcdis/har_140.jpg,7,0.0,4430.9136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6281.4653,0.0,0.0,0.0,0.0,31.42109293,-0.033
Finalcdis/har_141.jpg,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.63176,0.0,0.0,0.0,0.0,30.50865916,-0.458
Finalcdis/har_142.jpg,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.25763,0.0,0.0,0.0,0.0,32.83431179,-0.515
Finalcdis/har_143.jpg,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570.77856,0.0,0.0,0.0,0.0,44.81479935,-0.299
Finalcdis/har_144.jpg,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506.893,0.0,0.0,0.0,0.0,33.3387271,-0.33546938775510204
Finalcdis/har_145.jpg,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647.5697,0.0,0.0,0.0,0.0,26.7856699,-0.33546938775510204
Finalcdis/har_146.jpg,7,0.0,130.03152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3425.3682,0.0,0.0,0.0,0.0,29.47054956,-0.33546938775510204
Finalcdis/har_147.jpg,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1895.4136,0.0,0.0,0.0,0.0,32.38387542,-0.33546938775510204
Finalcdis/har_148.jpg,4,0.0,0.0,0.0,47.29685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.801357,0.0,63.457607,0.0,30.7294427,-0.33546938775510204
Finalcdis/har_149.jpg,0,0.0,0.0,0.0,0.0,12.068858,0.0,0.0,11.237846,0.0,0.0,0.0,0.0,0.0,0.0,16.93951,0.0,0.0,0.0,0.8516293,0.0,10.331166,0.0,32.30425803,-0.33546938775510204
Finalcdis/har_15.jpg,1,0.0,0.0,0.0,0.0,7.5685377,0.0,0.0,42.39707,0.0,0.0,0.0,8.892984,19.033026,0.0,8.905991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.56575267,-0.33546938775510204
Finalcdis/har_150.jpg,4,0.0,0.0,0.0,10.10639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.918915,0.0,28.85012182,-0.33546938775510204
Finalcdis/har_151.jpg,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.00256,0.0,0.0,0.0,0.0,29.97198438,-0.33546938775510204
Finalcdis/har_152.jpg,7,0.0,2529.665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5591.6416,0.0,0.0,0.0,0.0,26.02727308,-0.33546938775510204
Finalcdis/har_153.jpg,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2345.0642,0.0,0.0,0.0,0.0,33.62264764,-0.33546938775510204
Finalcdis/har_154.jpg,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.61655,-0.33546938775510204
Finalcdis/har_155.jpg,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.374657,0.0,0.0,0.0,0.0,0.0,0.0,54.508812,0.0,64.054184,0.0,41.3868688,-0.33546938775510204
Finalcdis/har_156.jpg,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.297892,0.0,0.43941736,0.0,49.37200758,-0.33546938775510204
Finalcdis/har_157.jpg,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9527063,0.0,0.0,0.0,0.0,33.39335576,-0.33546938775510204
Finalcdis/har_158.jpg,7,0.0,2190.3303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5157.8994,0.0,0.0,0.0,0.0,43.47228732,-0.33546938775510204
Finalcdis/har_159.jpg,7,0.0,1320.6948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4247.303,0.0,0.0,0.0,0.0,53.92999961,-0.33546938775510204
Finalcdis/har_16.jpg,4,0.0,0.0,0.0,1.7717767,0.0,0.0,0.0,0.0,0.0,0.0,2.0902083,0.0,0.0,0.0,3.125656,0.0,0.0,0.0,15.639998,0.0,22.688389,0.0,42.22612059,-0.33546938775510204
Finalcdis/har_160.jpg,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1946.2797,0.0,0.0,0.0,0.0,40.03320829,-0.33546938775510204
Finalcdis/har_161.jpg,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.37803045,-0.33546938775510204
Finalcdis/har_162.jpg,4,0.0,0.0,0.0,35.43262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.28117,0.0,114.36485,0.0,42.26950793,-0.33546938775510204
Finalcdis/har_163.jpg,1,0.0,0.0,0.0,0.0,3.4096444,0.0,0.0,14.852333,0.0,0.0,0.0,0.0,15.74843,0.0,2.7858262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.05543567,-0.33546938775510204
Finalcdis/har_164.jpg,0,0.0,0.0,0.0,0.0,4.413005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.60808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.39703755,-0.33546938775510204
Finalcdis/har_165.jpg,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9645078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.729904,0.0,42.05698521,-0.33546938775510204
Finalcdis/har_166.jpg,7,0.0,24.154911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.8232,0.0,0.0,0.0,0.0,30.33736835,-0.33546938775510204
Finalcdis/har_167.jpg,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.14136,0.0,0.0,0.0,0.0,40.54645164,-0.33546938775510204
Finalcdis/har_168.jpg,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.67117351,-0.33546938775510204
Finalcdis/har_169.jpg,4,0.0,0.0,0.0,48.397034,0.0,0.030145466,1.0833788,0.0,0.0,0.0,0.0,0.29978773,0.0,0.0,0.0,0.0,0.80796266,0.0,27.59584,0.0,54.808834,0.0,43.86173183,-0.33546938775510204
Finalcdis/har_17.jpg,3,0.0,15.92587,0.0,0.0,0.0,0.25347608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.08965206,-0.33546938775510204
Finalcdis/har_170.jpg,2,0.0,0.0,0.0,0.0,19.68151,0.0,0.0,10.7238655,0.0,0.0,0.0,1.6373184,0.0,0.0,5.9962525,0.0,0.0,0.0,9.546214,0.0,18.639643,0.0,67.79985304,-0.33546938775510204
Finalcdis/har_171.jpg,4,0.0,0.0,0.0,0.0,0.0,1.1134173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1229873,0.0,0.0,0.0,0.0,0.0,42.753563,0.0,58.42062626,-0.33546938775510204
Finalcdis/har_172.jpg,4,0.0,0.0,0.0,3.556017,0.0,0.0,0.0,4.5666165,0.0,0.0,0.0,0.0,0.0,0.0,0.63586044,0.0,0.0,0.0,1.7180071,0.0,46.379677,0.0,48.24488533,-0.33546938775510204
Finalcdis/har_173.jpg,4,0.0,53.986904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9281507,6.592774,0.0,0.0,0.0,37.67982365,-0.33546938775510204
Finalcdis/har_174.jpg,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.954706,0.0,0.0,0.0,0.0,0.0,3.5872436,0.0,0.45713255,0.0,2.5421627,0.0,0.0,5.9839425,56.64242565,-0.33546938775510204
Finalcdis/har_175.jpg,4,0.0,0.0,0.0,22.797459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.608517,0.0,77.89676,0.0,40.73309871,-0.33546938775510204
Finalcdis/har_176.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.261091,0.0,0.0,0.0,10.482283,0.0,6.0737767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.13419964,-0.33546938775510204
Finalcdis/har_177.jpg,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15988919,2.5049665,0.0,0.0,1.4904634,5.3200226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8159249,0.0,40.41945572,-0.33546938775510204
Finalcdis/har_178.jpg,2,0.0,2.4358935,0.0,0.0,0.0,0.0,0.0,0.0,8.0055485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1351666,0.0,33.74312565,-0.33546938775510204
Finalcdis/har_179.jpg,4,0.0,0.0,0.0,43.876965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.905854,0.0,75.37158,0.0,80.43426,0.0,30.80344974,-0.33546938775510204
Finalcdis/har_18.jpg,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1636555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.76502301,-0.33546938775510204
Finalcdis/har_180.jpg,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.90153,0.45450857,0.0,0.0,0.0,0.0,0.0,0.0,1.6836573,0.0,0.0,0.0,0.0,0.0,28.21866935,-0.33546938775510204
Finalcdis/har_181.jpg,3,0.0,42.74412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2179769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.05295794,-0.33546938775510204
Finalcdis/har_182.jpg,1,0.0,0.0,0.0,0.0,14.499007,0.0,0.0,0.9542308,0.0,0.0,7.8957376,0.0,13.721251,0.0,7.148091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.32284488,-0.33546938775510204
Finalcdis/har_183.jpg,8,0.0,0.0,0.0,8.221736,0.0,2.9673944,0.0,5.846256,0.0,0.0,0.0,4.481379,0.3111869,0.0,0.6225258,0.0,0.0,0.0,0.0,0.0,12.723705,0.0,35.78046435,-0.33546938775510204
Finalcdis/har_184.jpg,7,0.0,6507.9463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5721.9375,0.0,0.0,0.0,0.0,38.8636475,-0.33546938775510204
Finalcdis/har_185.jpg,4,0.0,40.634644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.69987,0.0,57.97775,0.0,33.0660685,-0.33546938775510204
Finalcdis/har_186.jpg,1,0.0,0.0,0.0,0.0,6.0351486,0.0,0.0,6.063071,0.0,0.0,0.0,0.0,8.456733,0.0,9.105866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.33708474,-0.33546938775510204
Finalcdis/har_187.jpg,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.27136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.48779312,-0.33546938775510204
Finalcdis/har_188.jpg,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.37982,0.0,0.0,0.0,0.0,0.0,7.044063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.9349396,-0.33546938775510204
Finalcdis/har_189.jpg,4,0.0,0.0,0.0,11.134869,0.0,0.0,0.0,0.0,14.867592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.420024,0.0,34.110085,0.0,42.0365549,-0.33546938775510204
Finalcdis/har_19.jpg,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39694154,0.0,0.0,0.0,33.78271777,-0.33546938775510204
Finalcdis/har_190.jpg,4,0.0,0.0,0.0,25.060284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.049421,0.0,28.54256,0.0,40.71330781,-0.33546938775510204
Finalcdis/har_191.jpg,4,0.0,0.0,0.0,44.683464,0.0,5.430135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.146866,0.0,113.88432,0.0,35.46134509,-0.33546938775510204
Finalcdis/har_192.jpg,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.365108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.73135063,-0.33546938775510204
Finalcdis/har_193.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.059357,0.0,0.0,0.0,8.007576,16.2074,0.0,5.2076116,0.0,0.08475734,0.0,0.0,0.0,0.0,0.0,46.57220869,-0.33546938775510204
Finalcdis/har_194.jpg,1,0.0,0.0,0.0,0.0,8.136573,0.0,0.0,48.731537,0.0,0.0,0.0,5.9670687,30.09373,0.0,5.6923685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.08939939,-0.33546938775510204
Finalcdis/har_195.jpg,6,0.0,0.0,0.0,0.0,1.044019,3.12588,0.0,5.917585,0.0,0.0,0.0,22.463493,0.0,0.0,14.801027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.45005221,-0.33546938775510204
Finalcdis/har_196.jpg,6,0.0,19.86267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.211022,0.0,0.0,0.0,0.0,0.0,13.753168,0.0,41.6303928,-0.33546938775510204
Finalcdis/har_197.jpg,4,0.0,0.0,0.0,90.79055,0.0,23.066973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.69608,0.0,167.66739,0.0,34.60779931,-0.33546938775510204
Finalcdis/har_198.jpg,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.722237,0.0,85.42984,0.0,45.89280014,-0.33546938775510204
Finalcdis/har_199.jpg,4,0.0,0.0,0.0,9.804397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.878353,0.0,97.20599,0.0,49.54059636,-0.33546938775510204
